"TimeCreated","Id","MachineName","Message"
"8/13/2026 5:03:54 PM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 4:06:00 PM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 4:06:00 PM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 4:06:00 PM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 4:05:55 PM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 4:05:55 PM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 4:05:55 PM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 4:05:52 PM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 4:05:52 PM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 4:05:52 PM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 4:05:49 PM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 4:05:49 PM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 4:05:49 PM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 4:05:39 PM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 4:05:39 PM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 4:05:39 PM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 4:05:33 PM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 4:05:33 PM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 4:05:33 PM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 4:05:26 PM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
"8/13/2026 4:05:26 PM","5","c261-19-1","Registry file C:\Users\labasservice\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001_Classes."
"8/13/2026 4:05:26 PM","5","c261-19-1","Registry file C:\Users\labasservice\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1001."
"8/13/2026 3:15:06 PM","2","c261-19-1","Finished processing user logon notification on session 2."
"8/13/2026 3:15:06 PM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labuser 
Profile type: Regular"
"8/13/2026 3:15:06 PM","5","c261-19-1","Registry file C:\Users\labuser\AppData\Local\Microsoft\Windows\\UsrClass.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1000_Classes."
"8/13/2026 3:15:06 PM","5","c261-19-1","Registry file C:\Users\labuser\ntuser.dat is loaded at HKU\S-1-5-21-365290690-2687015646-2157030745-1000."
"8/13/2026 3:15:06 PM","1","c261-19-1","Recieved user logon notification on session 2."
"8/13/2026 3:03:53 PM","67","c261-19-1","Logon type: Regular 
Local profile location: C:\Users\labasservice 
Profile type: Regular"
